,Site,PS1,PS2,Title
0,Jug Fuckers,gianna_michaels,maui_kane,gianna_gets_her_juggs_fucked
1,Jug Fuckers,misty_mason,jenaveve_jolie,big_titted_babe_misty_mason_gets_tit_fucked
2,Jug Fuckers,misti_love,maui_kane,jenaveve_jolie_enjoys_a_busty_titty_fuck
3,Jug Fuckers,tj_hart,anthony_rosano,big_natural_juggs
4,Jug Fuckers,mary,carolyn_reese,this_slut_takes_a_cock_right_between_her_rack
